Amount,Age,Year,Overseas,Mega,id,matches,Innings,Not Outs,Aggregate,Highest Score,Average,30s,50s,4s,6s,Boundary %,Scoring Rate,Top Scored in Innings,Top Scored %,Overs,Balls Bowled,Wickets,3 Wickets in Innings,4 Wickets in Innings,Economy Rate,Strike Rate,prog_agg,prog_avg,prog_sr,prog_bowlsr,prog_er,prog_wkts,prog_bowlavg,prog_matches,last_matches,last_inn,last_hs,last_runs,last_avg,last_sr,last_batpercent,overs,last_wkts,last_bowlavg,last_bowlsr,last_bowler,last_bowlpercent,birthyear,Role_All-Rounder,Role_Batsman,Role_Bowler,Role_Wicket Keeper,Nation_Indian,Nation_Overseas
5.598021582733812,31,2018,0,1,4115,75,37,14,320,39,26.57,2,0,18,14,0.4875,114.7,0,0.0,225.1,1351.0,69.0,4.0,2.0,8.14,19.58,317.0,15.1,115.69,21.1,7.68,49.0,27.0,56.0,9.0,6.0,19.0,49.0,8.17,119.51,3.38,30.4,13.0,16.46,14.15,6.98,22.41,1987,0,0,1,0,1,0
5.6935975609756095,27,2014,0,1,4115,75,37,14,320,39,26.57,2,0,18,14,0.4875,114.7,0,0.0,225.1,1351.0,69.0,4.0,2.0,8.14,19.58,86.0,17.2,96.63,19.0,6.6,11.0,20.91,14.0,13.0,7.0,39.0,85.0,21.25,98.84,4.81,34.5,11.0,20.91,19.0,6.6,13.58,1987,0,0,1,0,1,0
0.5,35,2022,0,1,4115,75,37,14,320,39,26.57,2,0,18,14,0.4875,114.7,0,0.0,225.1,1351.0,69.0,4.0,2.0,8.14,19.58,317.0,15.1,115.69,20.71,7.91,59.0,27.29,68.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,33.0,22.8,8.68,15.63,1987,0,0,1,0,1,0
0.35714285714285715,45,2016,0,0,4118,33,6,4,18,7,30.46,0,0,1,0,0.222222222,46.15,0,0.0,110.0,660.0,28.0,2.0,1.0,7.75,23.57,11.0,5.5,55.0,24.52,7.55,23.0,30.87,26.0,10.0,2.0,2.0,3.0,0.0,0.0,0.21,34.0,7.0,38.0,29.14,7.82,14.58,1971,0,0,1,0,1,0
0.2606635071090047,49,2020,0,0,4118,33,6,4,18,7,30.46,0,0,1,0,0.222222222,46.15,0,0.0,110.0,660.0,28.0,2.0,1.0,7.75,23.57,18.0,9.0,46.15,23.57,7.75,28.0,30.46,33.0,7.0,1.0,7.0,7.0,0.0,36.84,0.66,16.0,5.0,28.6,19.2,8.94,18.52,1971,0,0,1,0,1,0
0.1676829268292683,46,2017,0,0,4118,33,6,4,18,7,30.46,0,0,1,0,0.222222222,46.15,0,0.0,110.0,660.0,28.0,2.0,1.0,7.75,23.57,18.0,9.0,46.15,23.57,7.75,28.0,30.46,33.0,7.0,1.0,7.0,7.0,0.0,36.84,0.66,16.0,5.0,28.6,19.2,8.94,18.52,1971,0,0,1,0,1,0
0.4554878048780488,29,2014,0,1,4124,8,2,2,1,1,24.89,0,0,0,0,0.0,50.0,0,0.0,25.4,154.0,9.0,1.0,0.0,8.73,17.11,0.0,0.0,0.0,17.11,8.73,9.0,24.89,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,17.4,12.0,8.7,27.78,1985,0,0,1,0,1,0
0.3036585365853659,34,2014,0,1,4130,59,8,7,28,13,30.87,0,0,3,0,0.428571429,96.55,0,0.0,180.5,1085.0,47.0,2.0,2.0,8.02,23.09,27.0,27.0,100.0,20.29,7.75,45.0,26.22,50.0,15.0,2.0,6.0,7.0,0.0,0.0,0.29,41.0,9.0,37.33,27.33,8.2,9.57,1980,0,0,1,0,1,0
0.3358812949640287,30,2018,0,1,4155,23,8,4,36,15,34.61,0,0,2,1,0.388888889,76.6,0,0.0,68.4,412.0,18.0,1.0,0.0,9.07,22.89,0.0,0.0,0.0,22.82,8.98,17.0,34.18,20.0,1.0,1.0,15.0,15.0,15.0,125.0,8.29,2.0,0.0,0.0,0.0,13.0,0.0,1988,0,0,1,0,1,0
3.358812949640287,25,2018,0,1,4216,29,7,2,26,8,33.33,0,0,2,1,0.538461538,63.41,0,0.0,87.1,523.0,24.0,2.0,1.0,9.18,21.79,6.0,6.0,46.15,21.0,8.07,8.0,28.25,11.0,5.0,1.0,4.0,4.0,4.0,57.14,0.53,13.0,4.0,23.25,19.5,7.15,14.81,1993,0,0,1,0,1,0
0.5,29,2022,0,1,4216,29,7,2,26,8,33.33,0,0,2,1,0.538461538,63.41,0,0.0,87.1,523.0,24.0,2.0,1.0,9.18,21.79,26.0,5.2,63.41,21.79,9.18,24.0,33.33,29.0,6.0,2.0,7.0,9.0,9.0,90.0,0.92,17.0,2.0,99.5,51.0,11.71,8.33,1993,0,0,1,0,1,0
9.25,27,2022,1,1,4339,69,28,12,186,44,20.74,1,0,16,6,0.537634409,103.91,0,0.0,261.0,1566.0,106.0,11.0,6.0,8.42,14.77,138.0,13.8,102.99,15.0,8.21,75.0,20.53,50.0,15.0,3.0,9.0,13.0,0.0,0.0,0.57,56.0,15.0,30.4,22.4,8.14,15.79,1995,0,0,1,0,0,1
8.384146341463415,22,2017,1,0,4339,69,28,12,186,44,20.74,1,0,16,6,0.537634409,103.91,0,0.0,261.0,1566.0,106.0,11.0,6.0,8.42,14.77,138.0,13.8,102.99,15.0,8.21,75.0,20.53,50.0,15.0,3.0,9.0,13.0,0.0,0.0,0.57,3.0,0.0,13.0,0.0,0.0,0.57,1995,0,0,1,0,0,1
4.702338129496402,23,2018,1,1,4339,69,28,12,186,44,20.74,1,0,16,6,0.537634409,103.91,0,0.0,261.0,1566.0,106.0,11.0,6.0,8.42,14.77,55.0,18.33,85.94,21.33,8.81,6.0,31.33,6.0,6.0,3.0,44.0,55.0,18.33,85.94,6.67,21.2,6.0,31.33,21.33,8.81,25.0,1995,0,0,1,0,0,1
0.75,29,2022,0,1,4378,49,22,8,180,24,26.12,0,0,19,2,0.488888889,106.51,0,0.0,157.1,943.0,49.0,5.0,1.0,8.14,19.24,171.0,12.21,105.56,19.27,8.08,48.0,25.96,48.0,3.0,2.0,7.0,7.0,7.0,140.0,1.45,7.0,0.0,0.0,0.0,12.0,0.0,1993,0,0,1,0,1,0
0.15182926829268295,21,2014,0,1,4378,49,22,8,180,24,26.12,0,0,19,2,0.488888889,106.51,0,0.0,157.1,943.0,49.0,5.0,1.0,8.14,19.24,171.0,12.21,105.56,19.27,8.08,48.0,25.96,48.0,3.0,2.0,7.0,7.0,7.0,140.0,1.45,2.0,0.0,7.0,7.0,140.0,1.45,1993,0,0,1,0,1,0
8.061151079136689,32,2018,1,1,4383,30,13,4,91,25,23.31,0,0,6,5,0.593406593,119.74,0,0.0,114.0,684.0,42.0,5.0,4.0,8.59,16.29,53.0,26.5,176.67,10.5,6.71,12.0,11.75,6.0,6.0,3.0,25.0,53.0,26.5,176.67,5.35,21.0,12.0,11.75,10.5,6.71,29.27,1986,0,0,1,0,0,1
1.3033175355450235,34,2020,1,0,4383,30,13,4,91,25,23.31,0,0,6,5,0.593406593,119.74,0,0.0,114.0,684.0,42.0,5.0,4.0,8.59,16.29,85.0,10.63,121.43,15.23,8.3,39.0,21.08,26.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,77.67,44.0,10.59,12.5,1986,0,0,1,0,0,1
0.32894736842105265,29,2015,1,0,4383,30,13,4,91,25,23.31,0,0,6,5,0.593406593,119.74,0,0.0,114.0,684.0,42.0,5.0,4.0,8.59,16.29,85.0,10.63,121.43,15.23,8.3,39.0,21.08,26.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1986,0,0,1,0,0,1
0.3,28,2022,0,1,4394,11,5,2,24,12,43.5,0,0,0,2,0.5,114.29,0,0.0,36.0,216.0,8.0,0.0,0.0,9.67,27.0,24.0,8.0,114.29,27.0,9.67,8.0,43.5,11.0,1.0,1.0,9.0,9.0,0.0,300.0,5.66,2.0,0.0,0.0,0.0,17.0,0.0,1994,0,0,1,0,1,0
0.2,27,2021,0,0,4394,11,5,2,24,12,43.5,0,0,0,2,0.5,114.29,0,0.0,36.0,216.0,8.0,0.0,0.0,9.67,27.0,24.0,8.0,114.29,27.0,9.67,8.0,43.5,11.0,1.0,1.0,9.0,9.0,0.0,300.0,5.66,2.0,0.0,0.0,0.0,17.0,0.0,1994,0,0,1,0,1,0
0.3,27,2021,0,0,4401,22,10,6,70,34,31.68,1,0,6,3,0.6,114.75,0,0.0,70.0,420.0,19.0,0.0,0.0,8.6,22.11,54.0,27.0,114.89,22.5,8.8,11.0,33.0,15.0,1.0,1.0,6.0,6.0,6.0,40.0,6.06,4.0,2.0,14.0,12.0,7.0,50.0,1994,0,0,1,0,1,0
0.2,28,2022,0,1,4401,22,10,6,70,34,31.68,1,0,6,3,0.6,114.75,0,0.0,70.0,420.0,19.0,0.0,0.0,8.6,22.11,68.0,34.0,128.3,26.0,8.88,12.0,38.5,17.0,2.0,1.0,14.0,14.0,0.0,233.33,4.24,7.0,0.0,0.0,0.0,9.43,0.0,1994,0,0,1,0,1,0
0.6073170731707318,19,2014,0,1,4404,107,87,15,1320,64,50.9,6,7,80,58,0.506060606,128.65,6,0.068965517,59.1,355.0,10.0,0.0,0.0,8.6,35.5,785.0,16.7,129.54,36.11,8.46,9.0,50.89,80.0,12.0,11.0,64.0,160.0,16.0,130.08,8.63,11.0,1.0,160.0,16.0,130.08,8.63,1995,0,0,1,0,1,0
0.22392086330935249,33,2018,0,1,4405,5,2,1,19,18,48.67,0,0,1,1,0.526315789,146.15,0,0.0,17.3,105.0,3.0,0.0,0.0,8.34,35.0,19.0,19.0,146.15,35.0,8.34,3.0,48.67,5.0,5.0,2.0,18.0,19.0,19.0,146.15,2.61,17.3,3.0,48.67,35.0,8.34,12.5,1985,0,0,1,0,1,0
2.4631294964028774,23,2018,1,1,4414,48,9,8,13,8,30.72,0,0,0,1,0.461538462,56.52,0,0.0,182.0,1092.0,47.0,5.0,0.0,7.93,23.23,9.0,9.0,52.94,22.47,7.15,17.0,26.76,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,12.75,0.0,1995,0,0,1,0,0,1
2.0,27,2022,1,1,4414,48,9,8,13,8,30.72,0,0,0,1,0.461538462,56.52,0,0.0,182.0,1092.0,47.0,5.0,0.0,7.93,23.23,9.0,9.0,52.94,22.58,7.84,38.0,29.5,38.0,14.0,5.0,8.0,8.0,0.0,57.14,0.36,51.5,14.0,31.14,22.21,8.41,20.29,1995,0,0,1,0,0,1
2.4999999999999996,21,2016,1,0,4414,48,9,8,13,8,30.72,0,0,0,1,0.461538462,56.52,0,0.0,182.0,1092.0,47.0,5.0,0.0,7.93,23.23,9.0,9.0,52.94,22.58,7.84,38.0,29.5,38.0,14.0,5.0,8.0,8.0,0.0,57.14,0.36,5.0,0.0,8.0,0.0,57.14,0.36,1995,0,0,1,0,0,1
1.0,26,2021,1,0,4414,48,9,8,13,8,30.72,0,0,0,1,0.461538462,56.52,0,0.0,182.0,1092.0,47.0,5.0,0.0,7.93,23.23,1.0,1.0,33.33,22.79,7.51,24.0,28.54,24.0,7.0,2.0,1.0,1.0,1.0,0.0,0.09,27.3,7.0,32.86,23.57,8.36,14.0,1995,0,0,1,0,0,1
10.076438848920862,20,2018,1,1,4484,109,52,20,443,79,20.76,4,1,28,35,0.726862302,166.54,1,0.019230769,432.5,2597.0,139.0,16.0,2.0,6.67,18.68,11.0,5.5,122.22,19.06,6.63,17.0,21.06,14.0,14.0,3.0,6.0,11.0,5.5,0.0,0.47,54.0,17.0,21.06,19.06,6.63,17.71,1998,0,0,1,0,0,1
6.707317073170732,19,2017,1,0,4484,109,52,20,443,79,20.76,4,1,28,35,0.726862302,166.54,1,0.019230769,432.5,2597.0,139.0,16.0,2.0,6.67,18.68,11.0,5.5,122.22,19.06,6.63,17.0,21.06,14.0,14.0,3.0,6.0,11.0,5.5,0.0,0.47,3.0,0.0,11.0,5.5,0.0,0.47,1998,0,0,1,0,0,1
6.603107344632769,27,2019,0,0,4512,24,9,8,10,3,42.06,0,0,0,0,0.0,71.43,0,0.0,80.3,483.0,18.0,1.0,0.0,9.4,26.83,7.0,7.0,63.64,25.5,9.23,18.0,39.22,22.0,6.0,4.0,2.0,3.0,3.0,42.86,0.3,22.0,4.0,57.25,33.0,10.41,11.11,1992,0,0,1,0,1,0
2.4631294964028774,26,2018,0,1,4512,24,9,8,10,3,42.06,0,0,0,0,0.0,71.43,0,0.0,80.3,483.0,18.0,1.0,0.0,9.4,26.83,7.0,7.0,63.64,23.36,8.75,14.0,34.07,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.5,0.0,1992,0,0,1,0,1,0
0.16447368421052633,23,2015,0,0,4512,24,9,8,10,3,42.06,0,0,0,0,0.0,71.43,0,0.0,80.3,483.0,18.0,1.0,0.0,9.4,26.83,7.0,7.0,63.64,25.5,9.23,18.0,39.22,22.0,6.0,4.0,2.0,3.0,3.0,42.86,0.3,4.0,0.0,3.0,3.0,42.86,0.3,1992,0,0,1,0,1,0
5.25,25,2022,0,1,4539,43,5,0,1,1,24.6,0,0,0,0,0.0,14.29,0,0.0,162.4,976.0,57.0,8.0,0.0,8.62,17.12,1.0,0.33,20.0,16.97,8.69,32.0,24.56,24.0,7.0,1.0,1.0,1.0,1.0,0.0,0.1,27.0,5.0,43.8,32.4,8.11,14.71,1997,0,0,1,0,1,0
3.358812949640287,21,2018,0,1,4539,43,5,0,1,1,24.6,0,0,0,0,0.0,14.29,0,0.0,162.4,976.0,57.0,8.0,0.0,8.62,17.12,1.0,0.33,20.0,16.97,8.69,32.0,24.56,24.0,7.0,1.0,1.0,1.0,1.0,0.0,0.1,1.0,0.0,1.0,1.0,0.0,0.1,1997,0,0,1,0,1,0
8.035714285714285,26,2016,0,0,4556,44,13,4,35,9,33.2,0,0,2,1,0.4,70.0,0,0.0,145.0,870.0,35.0,2.0,0.0,8.01,24.86,23.0,3.83,63.89,25.85,7.87,26.0,33.88,34.0,3.0,2.0,9.0,15.0,7.5,62.5,3.36,2.0,0.0,15.0,7.5,62.5,3.36,1990,0,0,1,0,1,0
2.4631294964028774,28,2018,0,1,4556,44,13,4,35,9,33.2,0,0,2,1,0.4,70.0,0,0.0,145.0,870.0,35.0,2.0,0.0,8.01,24.86,0.0,0.0,0.0,24.43,8.46,7.0,34.43,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,28.3,7.0,34.43,24.43,8.46,13.46,1990,0,0,1,0,1,0
1.6,32,2022,0,1,4556,44,13,4,35,9,33.2,0,0,2,1,0.4,70.0,0,0.0,145.0,870.0,35.0,2.0,0.0,8.01,24.86,23.0,3.83,63.89,25.85,7.87,26.0,33.88,34.0,3.0,2.0,9.0,15.0,7.5,62.5,3.36,11.0,1.0,97.0,66.0,8.82,8.33,1990,0,0,1,0,1,0
1.676829268292683,27,2017,0,0,4556,44,13,4,35,9,33.2,0,0,2,1,0.4,70.0,0,0.0,145.0,870.0,35.0,2.0,0.0,8.01,24.86,0.0,0.0,0.0,24.43,8.46,7.0,34.43,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,28.3,7.0,34.43,24.43,8.46,13.46,1990,0,0,1,0,1,0
0.38841807909604525,29,2019,0,0,4556,44,13,4,35,9,33.2,0,0,2,1,0.4,70.0,0,0.0,145.0,870.0,35.0,2.0,0.0,8.01,24.86,1.0,0.5,33.33,21.3,8.28,10.0,29.4,12.0,2.0,1.0,1.0,1.0,1.0,50.0,0.33,7.0,3.0,17.67,14.0,7.57,37.5,1990,0,0,1,0,1,0
14.0,30,2022,0,1,4557,73,13,6,80,39,28.04,1,0,2,6,0.55,135.59,0,0.0,254.4,1528.0,72.0,7.0,2.0,7.93,21.22,79.0,11.29,138.6,22.44,7.8,59.0,29.19,63.0,15.0,2.0,1.0,1.0,0.0,0.0,0.04,54.0,14.0,32.21,23.14,8.35,14.0,1992,0,0,1,0,1,0
1.5,30,2022,1,1,4567,10,5,1,8,6,31.18,0,0,0,1,0.75,57.14,0,0.0,34.5,209.0,11.0,1.0,0.0,9.85,19.0,8.0,2.67,72.73,21.4,8.58,4.0,30.6,5.0,5.0,3.0,6.0,8.0,2.67,72.73,1.2,17.5,5.0,30.6,21.4,8.58,16.13,1992,0,0,1,0,0,1
10.0,31,2022,1,1,4609,38,9,7,67,24,31.65,0,0,6,2,0.537313433,148.89,0,0.0,135.1,811.0,37.0,4.0,1.0,8.66,21.92,0.0,0.0,0.0,19.96,8.12,24.0,27.0,22.0,8.0,3.0,18.0,18.0,0.0,163.64,1.55,30.0,13.0,17.23,13.85,7.47,22.41,1991,0,0,1,0,0,1
3.107344632768362,28,2019,1,0,4609,38,9,7,67,24,31.65,0,0,6,2,0.537313433,148.89,0,0.0,135.1,811.0,37.0,4.0,1.0,8.66,21.92,0.0,0.0,0.0,26.0,7.15,3.0,31.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.16,13.0,3.0,31.0,26.0,7.15,10.34,1991,0,0,1,0,0,1
0.8384146341463415,26,2017,1,0,4609,38,9,7,67,24,31.65,0,0,6,2,0.537313433,148.89,0,0.0,135.1,811.0,37.0,4.0,1.0,8.66,21.92,0.0,0.0,0.0,19.96,8.12,24.0,27.0,22.0,8.0,3.0,18.0,18.0,0.0,163.64,1.55,3.0,0.0,18.0,0.0,163.64,1.55,1991,0,0,1,0,0,1
0.5598021582733812,22,2018,1,1,4636,14,0,0,0,0,17.92,0,0,0,0,0.0,0.0,0,0.0,54.0,324.0,25.0,4.0,1.0,8.3,12.96,0.0,0.0,0.0,12.96,8.3,25.0,17.92,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,0,0,1,0,0,1
0.5,26,2022,1,1,4636,14,0,0,0,0,17.92,0,0,0,0,0.0,0.0,0,0.0,54.0,324.0,25.0,4.0,1.0,8.3,12.96,0.0,0.0,0.0,12.96,8.3,25.0,17.92,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,25.0,14.4,10.42,26.32,1996,0,0,1,0,0,1
3.358812949640287,26,2018,0,1,4656,32,7,3,33,12,42.35,0,0,3,0,0.363636364,89.19,0,0.0,109.4,658.0,23.0,1.0,0.0,8.88,28.61,31.0,10.33,88.57,34.47,8.48,17.0,48.71,28.0,2.0,1.0,2.0,2.0,2.0,50.0,0.72,1.0,0.0,2.0,2.0,50.0,0.72,1992,0,0,1,0,1,0
2.6,30,2022,0,1,4656,32,7,3,33,12,42.35,0,0,3,0,0.363636364,89.19,0,0.0,109.4,658.0,23.0,1.0,0.0,8.88,28.61,31.0,10.33,88.57,34.47,8.48,17.0,48.71,28.0,2.0,1.0,2.0,2.0,2.0,50.0,0.72,4.0,0.0,0.0,0.0,13.0,0.0,1992,0,0,1,0,1,0
0.1676829268292683,25,2017,0,0,4656,32,7,3,33,12,42.35,0,0,3,0,0.363636364,89.19,0,0.0,109.4,658.0,23.0,1.0,0.0,8.88,28.61,31.0,10.33,88.57,34.47,8.48,17.0,48.71,28.0,2.0,1.0,2.0,2.0,2.0,50.0,0.72,1.0,0.0,2.0,2.0,50.0,0.72,1992,0,0,1,0,1,0
1.0636241007194243,25,2018,0,1,4659,25,8,7,32,13,38.45,0,0,1,1,0.3125,91.43,0,0.0,86.5,521.0,22.0,2.0,0.0,9.74,23.68,32.0,32.0,91.43,24.36,9.49,11.0,38.55,12.0,12.0,5.0,13.0,28.0,0.0,100.0,1.35,44.4,11.0,38.55,24.36,9.49,16.67,1993,0,0,1,0,1,0
1.4253048780487805,24,2017,0,0,4659,25,8,7,32,13,38.45,0,0,1,1,0.3125,91.43,0,0.0,86.5,521.0,22.0,2.0,0.0,9.74,23.68,32.0,32.0,91.43,25.0,9.8,17.0,40.82,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,28.0,0.0,100.0,1.35,1993,0,0,1,0,1,0
0.3,29,2022,0,1,4659,25,8,7,32,13,38.45,0,0,1,1,0.3125,91.43,0,0.0,86.5,521.0,22.0,2.0,0.0,9.74,23.68,32.0,32.0,91.43,25.0,9.8,17.0,40.82,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,46.0,24.0,11.5,20.0,1993,0,0,1,0,1,0
4.0,31,2022,0,1,4664,47,4,4,3,3,31.33,0,0,0,0,0.0,60.0,0,0.0,171.3,1029.0,48.0,2.0,0.0,8.77,21.44,0.0,0.0,0.0,25.05,8.24,20.0,34.4,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,34.5,24.0,8.63,14.29,1991,0,0,1,0,1,0
5.0304878048780495,26,2017,0,0,4664,47,4,4,3,3,31.33,0,0,0,0,0.0,60.0,0,0.0,171.3,1029.0,48.0,2.0,0.0,8.77,21.44,0.0,0.0,0.0,25.05,8.24,20.0,34.4,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1991,0,0,1,0,1,0
0.44784172661870497,27,2018,0,1,4664,47,4,4,3,3,31.33,0,0,0,0,0.0,60.0,0,0.0,171.3,1029.0,48.0,2.0,0.0,8.77,21.44,0.0,0.0,0.0,38.0,9.08,2.0,57.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2.0,57.5,38.0,9.08,4.88,1991,0,0,1,0,1,0
6.941546762589927,30,2018,0,1,4668,35,27,9,247,33,37.1,1,0,15,17,0.655870445,166.89,1,0.037037037,96.0,576.0,21.0,0.0,0.0,8.11,27.43,186.0,14.31,169.09,31.38,8.26,13.0,43.23,24.0,2.0,2.0,22.0,42.0,42.0,155.56,14.0,2.0,0.0,42.0,42.0,155.56,14.0,1988,0,0,1,0,1,0
5.25,23,2022,0,1,4670,69,22,7,108,25,28.65,0,0,10,4,0.592592593,99.08,0,0.0,246.2,1478.0,65.0,5.0,1.0,7.56,22.74,31.0,4.43,96.88,20.93,7.45,43.0,25.98,42.0,11.0,5.0,8.0,14.0,2.8,93.33,0.84,43.0,13.0,24.46,19.85,7.4,22.03,1999,0,0,1,0,1,0
0.1676829268292683,18,2017,0,0,4670,69,22,7,108,25,28.65,0,0,10,4,0.592592593,99.08,0,0.0,246.2,1478.0,65.0,5.0,1.0,7.56,22.74,31.0,4.43,96.88,20.93,7.45,43.0,25.98,42.0,11.0,5.0,8.0,14.0,2.8,93.33,0.84,5.0,0.0,14.0,2.8,93.33,0.84,1999,0,0,1,0,1,0
10.0,26,2022,0,1,4673,47,7,5,31,12,26.33,0,0,2,3,0.838709677,155.0,0,0.0,167.4,1006.0,55.0,8.0,1.0,8.64,18.29,9.0,9.0,150.0,18.83,8.23,29.0,25.83,25.0,16.0,1.0,5.0,5.0,5.0,0.0,0.2,61.0,24.0,18.75,15.25,7.38,23.53,1996,0,0,1,0,1,0
4.359756097560976,23,2017,0,0,4675,79,22,14,97,14,29.82,0,0,10,2,0.536082474,87.39,0,0.0,272.2,1634.0,78.0,6.0,2.0,8.54,20.95,0.0,0.0,0.0,13.8,9.22,7.0,21.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,0,0,1,0,1,0
2.910971223021582,24,2018,0,1,4675,79,22,14,97,14,29.82,0,0,10,2,0.536082474,87.39,0,0.0,272.2,1634.0,78.0,6.0,2.0,8.54,20.95,0.0,0.0,0.0,13.8,9.22,7.0,21.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,21.2,13.8,9.22,27.03,1994,0,0,1,0,1,0
1.6794064748201436,28,2018,1,1,4705,17,2,2,6,3,29.05,0,0,0,0,0.0,66.67,0,0.0,61.0,366.0,19.0,2.0,0.0,9.05,19.26,0.0,0.0,0.0,22.8,8.68,5.0,33.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,0,0,1,0,0,1
0.75,32,2022,1,1,4705,17,2,2,6,3,29.05,0,0,0,0,0.0,66.67,0,0.0,61.0,366.0,19.0,2.0,0.0,9.05,19.26,0.0,0.0,0.0,22.8,8.68,5.0,33.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,33.0,22.8,8.68,14.29,1990,0,0,1,0,0,1
0.65,25,2022,0,1,4772,30,11,8,48,18,27.93,0,0,3,1,0.375,114.29,0,0.0,98.0,588.0,29.0,3.0,2.0,8.27,20.28,27.0,9.0,93.1,19.88,8.55,16.0,28.31,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.67,0.0,1997,0,0,1,0,1,0
0.22392086330935249,21,2018,0,1,4772,30,11,8,48,18,27.93,0,0,3,1,0.375,114.29,0,0.0,98.0,588.0,29.0,3.0,2.0,8.27,20.28,27.0,9.0,93.1,19.88,8.55,16.0,28.31,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,0,0,1,0,1,0
2.1362994350282487,22,2019,1,0,4822,4,0,0,0,0,15.8,0,0,0,0,0.0,0.0,0,0.0,10.0,60.0,5.0,0.0,0.0,7.9,12.0,0.0,0.0,0.0,12.0,7.9,5.0,15.8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,0,0,1,0,0,1
0.6516587677725117,23,2020,1,0,4822,4,0,0,0,0,15.8,0,0,0,0,0.0,0.0,0,0.0,10.0,60.0,5.0,0.0,0.0,7.9,12.0,0.0,0.0,0.0,12.0,7.9,5.0,15.8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,15.8,12.0,7.9,19.23,1997,0,0,1,0,0,1
10.0,26,2022,0,1,4930,51,10,7,9,4,34.76,0,0,0,0,0.0,37.5,0,0.0,190.5,1145.0,49.0,5.0,1.0,8.92,23.37,3.0,1.5,25.0,24.87,9.27,30.0,38.4,34.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,38.3,12.0,29.25,19.25,9.12,19.35,1996,0,0,1,0,1,0
0.2606635071090047,25,2020,0,0,5849,23,3,2,21,20,32.76,0,0,2,1,0.666666667,161.54,0,0.0,80.5,485.0,25.0,2.0,0.0,10.13,19.4,21.0,21.0,175.0,34.0,11.29,3.0,64.0,5.0,5.0,2.0,20.0,21.0,21.0,175.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,1995,0,0,1,0,1,0
0.2,27,2022,0,1,5849,23,3,2,21,20,32.76,0,0,2,1,0.666666667,161.54,0,0.0,80.5,485.0,25.0,2.0,0.0,10.13,19.4,21.0,21.0,175.0,34.0,11.29,3.0,64.0,5.0,5.0,2.0,20.0,21.0,21.0,175.0,2.71,17.0,3.0,64.0,34.0,11.29,12.0,1995,0,0,1,0,1,0
4.0,22,2022,0,1,5856,19,7,3,13,7,44.13,0,0,1,0,0.307692308,81.25,0,0.0,66.2,398.0,15.0,0.0,0.0,9.98,26.53,6.0,3.0,60.0,24.08,9.41,13.0,37.77,14.0,4.0,2.0,1.0,2.0,2.0,50.0,0.3,14.0,4.0,31.0,21.0,8.86,19.05,2000,0,0,1,0,1,0
1.6943127962085307,20,2020,0,0,5856,19,7,3,13,7,44.13,0,0,1,0,0.307692308,81.25,0,0.0,66.2,398.0,15.0,0.0,0.0,9.98,26.53,6.0,3.0,60.0,24.08,9.41,13.0,37.77,14.0,4.0,2.0,1.0,2.0,2.0,50.0,0.3,2.0,0.0,2.0,2.0,50.0,0.3,2000,0,0,1,0,1,0
